Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
792¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Program
1377¿CFG_F_START¿¿986_anon¿¿¿¿¿CFG_F_START
1378¿CFG_F_END¿¿986_anon¿¿¿¿¿CFG_F_END
1379¿CFG_F_START¿¿1009_anon¿¿¿¿¿CFG_F_START
1380¿CFG_F_END¿¿1009_anon¿¿¿¿¿CFG_F_END
1381¿CFG_F_START¿¿1040_anon¿¿¿¿¿CFG_F_START
1382¿CFG_F_END¿¿1040_anon¿¿¿¿¿CFG_F_END
1383¿CFG_F_START¿¿1092_anon¿¿¿¿¿CFG_F_START
1384¿CFG_F_END¿¿1092_anon¿¿¿¿¿CFG_F_END
1385¿CFG_F_START¿¿1116_anon¿¿¿¿¿CFG_F_START
1386¿CFG_F_END¿¿1116_anon¿¿¿¿¿CFG_F_END
1387¿CFG_F_START¿¿1140_anon¿¿¿¿¿CFG_F_START
1388¿CFG_F_END¿¿1140_anon¿¿¿¿¿CFG_F_END
1389¿CFG_WHILE_END¿¿¿¿¿¿¿CFG_WHILE_END
1390¿CFG_IF_END¿¿1113¿¿¿¿¿CFG_IF_END
1391¿CFG_F_START¿¿1285_anon¿¿¿¿¿CFG_F_START
1392¿CFG_F_END¿¿1285_anon¿¿¿¿¿CFG_F_END
1393¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1394¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1395¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1396¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1397¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1398¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1399¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1400¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1401¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1402¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
1403¿CFG_SWITCH_END¿¿¿¿¿¿¿CFG_SWITCH_END
1404¿TAINT_SOURCE¿¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1405¿PDG_CALL¿¿1367.CALL->require-o169¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿1367.Path-o170¿¿¿¿¿PDG_OBJECT
1407¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1408¿PDG_CALL¿¿1367.CALL->require-o171¿¿¿¿¿PDG_CALL
1409¿PDG_OBJECT¿¿1367.FS-o172¿¿¿¿¿PDG_OBJECT
1410¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1411¿PDG_OBJECT¿¿1369.this-o173¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿1369.request-o174¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿1369.response-o175¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿1369.callback-o176¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿1367.writeStatic-o177¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿1367.exports-o178¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿1367.exports.writeStatic-o179¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿1375.this-o180¿¿¿¿¿PDG_OBJECT
1419¿PDG_OBJECT¿¿1375.request-o181¿¿¿¿¿PDG_OBJECT
1420¿PDG_OBJECT¿¿1375.response-o182¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿1375.url-o183¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿1375.text-o184¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿1367.writeContent-o185¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿1377.this-o186¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿1377.request-o187¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿1377.response-o188¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿1377.filepath-o189¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿1367.writeFile-o190¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿1381.this-o191¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿1381.request-o192¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿1381.response-o193¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿1381.filepath-o194¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿1381.msg-o195¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿1367.writeNotFound-o196¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿1383.this-o197¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿1383.request-o198¿¿¿¿¿PDG_OBJECT
1437¿PDG_OBJECT¿¿1383.response-o199¿¿¿¿¿PDG_OBJECT
1438¿PDG_OBJECT¿¿1383.filepath-o200¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿1367.writeDir-o201¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿1391.this-o202¿¿¿¿¿PDG_OBJECT
1441¿PDG_OBJECT¿¿1391.url-o203¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿1367.guessContentType-o204¿¿¿¿¿PDG_OBJECT
1443¿PDG_CALL¿¿1369.CALL->require.resolve-o205¿¿¿¿¿PDG_CALL
1444¿PDG_OBJECT¿¿1369.v60-o206¿¿¿¿¿PDG_OBJECT
1445¿PDG_CALL¿¿1369.CALL->Path.resolve-o207¿¿¿¿¿PDG_CALL
1446¿PDG_OBJECT¿¿1369.root-o208¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿1369.request.url-o209¿¿¿¿¿PDG_OBJECT
1448¿PDG_CALL¿¿1369.CALL->v61.replace-o210¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿1369.url-o211¿¿¿¿¿PDG_OBJECT
1450¿PDG_CALL¿¿1369.CALL->Path.join-o212¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿1369.filepath-o213¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿1371.this-o214¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿1371.error-o215¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿1371.stats-o216¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿1369.v69-o217¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1369.CALL->FS.stat-o218¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿1369.v70-o219¿¿¿¿¿PDG_OBJECT
1458¿PDG_CALL¿¿1371.CALL->stats.isDirectory-o220¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿1371.v62-o221¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿1371.v63-o222¿¿¿¿¿PDG_OBJECT
1461¿PDG_CALL¿¿1371.CALL->writeDir-o223¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿1371.v64-o224¿¿¿¿¿PDG_OBJECT
1463¿PDG_RETURN¿¿1371.RET_OBJ-o225¿¿¿¿¿PDG_RETURN
1464¿PDG_OBJECT¿¿1371.v66-o226¿¿¿¿¿PDG_OBJECT
1465¿PDG_CALL¿¿1371.CALL->writeFile-o227¿¿¿¿¿PDG_CALL
1466¿PDG_OBJECT¿¿1371.v67-o228¿¿¿¿¿PDG_OBJECT
1467¿TAINT_SINK¿¿writeFile¿¿¿¿¿TAINT_SINK
1468¿PDG_CALL¿¿1371.CALL->callback-o229¿¿¿¿¿PDG_CALL
1469¿PDG_OBJECT¿¿1371.v68-o230¿¿¿¿¿PDG_OBJECT
1470¿PDG_CALL¿¿1375.CALL->guessContentType-o231¿¿¿¿¿PDG_CALL
1471¿PDG_OBJECT¿¿1375.contentType-o232¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1375.CALL->Date-o233¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿1375.v71-o234¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿1375.v73-o235¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿1375.v74-o236¿¿¿¿¿PDG_OBJECT
1476¿PDG_CALL¿¿1375.CALL->Date-o237¿¿¿¿¿PDG_CALL
1477¿PDG_OBJECT¿¿1375.expires-o238¿¿¿¿¿PDG_OBJECT
1478¿PDG_CALL¿¿1375.CALL->expires.toGMTString-o239¿¿¿¿¿PDG_CALL
1479¿PDG_OBJECT¿¿1375.v75-o240¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿1375.headers-o241¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿1375.headers-o242¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿1375.headers.'Content-Type'-o243¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿1375.headers-o244¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿1375.headers."Expires"-o245¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿1375.headers-o246¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿1375.headers."Cache-Control"-o247¿¿¿¿¿PDG_OBJECT
1487¿PDG_CALL¿¿1375.CALL->response.writeHead-o248¿¿¿¿¿PDG_CALL
1488¿PDG_OBJECT¿¿1375.v77-o249¿¿¿¿¿PDG_OBJECT
1489¿PDG_CALL¿¿1375.CALL->response.write-o250¿¿¿¿¿PDG_CALL
1490¿PDG_OBJECT¿¿1375.v78-o251¿¿¿¿¿PDG_OBJECT
1491¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1492¿PDG_CALL¿¿1375.CALL->response.end-o252¿¿¿¿¿PDG_CALL
1493¿PDG_OBJECT¿¿1375.v79-o253¿¿¿¿¿PDG_OBJECT
1494¿PDG_CALL¿¿1377.CALL->guessContentType-o254¿¿¿¿¿PDG_CALL
1495¿PDG_OBJECT¿¿1377.contentType-o255¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿1377.v80-o256¿¿¿¿¿PDG_OBJECT
1497¿PDG_CALL¿¿1377.CALL->response.writeHead-o257¿¿¿¿¿PDG_CALL
1498¿PDG_OBJECT¿¿1377.v81-o258¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿1379.this-o259¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿1379.err-o260¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿1379.tmp-o261¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿1377.v84-o262¿¿¿¿¿PDG_OBJECT
1503¿PDG_CALL¿¿1377.CALL->FS.readFile-o263¿¿¿¿¿PDG_CALL
1504¿PDG_OBJECT¿¿1377.v85-o264¿¿¿¿¿PDG_OBJECT
1505¿TAINT_SINK¿¿readFile¿¿¿¿¿TAINT_SINK
1506¿PDG_CALL¿¿1379.CALL->response.write-o265¿¿¿¿¿PDG_CALL
1507¿PDG_OBJECT¿¿1379.v82-o266¿¿¿¿¿PDG_OBJECT
1508¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1509¿PDG_CALL¿¿1379.CALL->response.end-o267¿¿¿¿¿PDG_CALL
1510¿PDG_OBJECT¿¿1379.v83-o268¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿1381.v86-o269¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1381.CALL->response.writeHead-o270¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿1381.v87-o271¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿1381.v88-o272¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿1381.v89-o273¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿1381.v90-o274¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿1381.v91-o275¿¿¿¿¿PDG_OBJECT
1518¿PDG_CALL¿¿1381.CALL->response.write-o276¿¿¿¿¿PDG_CALL
1519¿PDG_OBJECT¿¿1381.v92-o277¿¿¿¿¿PDG_OBJECT
1520¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1521¿PDG_CALL¿¿1381.CALL->response.end-o278¿¿¿¿¿PDG_CALL
1522¿PDG_OBJECT¿¿1381.v93-o279¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿1383.request.url-o280¿¿¿¿¿PDG_OBJECT
1524¿PDG_CALL¿¿1383.CALL->url.replace-o281¿¿¿¿¿PDG_CALL
1525¿PDG_OBJECT¿¿1383.purl-o282¿¿¿¿¿PDG_OBJECT
1526¿PDG_CALL¿¿1383.CALL->undefined.test-o283¿¿¿¿¿PDG_CALL
1527¿PDG_OBJECT¿¿1383.v94-o284¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿1385.this-o285¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿1385.err-o286¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿1385.files-o287¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿1383.v108-o288¿¿¿¿¿PDG_OBJECT
1532¿PDG_CALL¿¿1383.CALL->FS.readdir-o289¿¿¿¿¿PDG_CALL
1533¿PDG_OBJECT¿¿1383.v109-o290¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿1383.v110-o291¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿1383.purl.length-o292¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1383.CALL->url.substring-o293¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿1383.v112-o294¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿1383.v113-o295¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿1383.v114-o296¿¿¿¿¿PDG_OBJECT
1540¿PDG_CALL¿¿1383.CALL->response.writeHead-o297¿¿¿¿¿PDG_CALL
1541¿PDG_OBJECT¿¿1383.v115-o298¿¿¿¿¿PDG_OBJECT
1542¿PDG_CALL¿¿1383.CALL->response.end-o299¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿1383.v116-o300¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿1385.v95-o301¿¿¿¿¿PDG_OBJECT
1545¿PDG_CALL¿¿1385.CALL->response.writeHead-o302¿¿¿¿¿PDG_CALL
1546¿PDG_OBJECT¿¿1385.v96-o303¿¿¿¿¿PDG_OBJECT
1547¿PDG_CALL¿¿1385.CALL->require.resolve-o304¿¿¿¿¿PDG_CALL
1548¿PDG_OBJECT¿¿1385.v97-o305¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿1387.this-o306¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿1387.err-o307¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿1387.tmp-o308¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿1385.v106-o309¿¿¿¿¿PDG_OBJECT
1553¿PDG_CALL¿¿1385.CALL->FS.readFile-o310¿¿¿¿¿PDG_CALL
1554¿PDG_OBJECT¿¿1385.v107-o311¿¿¿¿¿PDG_OBJECT
1555¿TAINT_SINK¿¿readFile¿¿¿¿¿TAINT_SINK
1556¿PDG_OBJECT¿¿1387.buf-o312¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿1387.files.length-o313¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿1387.v99-o314¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿1387.files.*-o315¿¿¿¿¿PDG_OBJECT
1560¿PDG_CALL¿¿1387.CALL->buf.push-o316¿¿¿¿¿PDG_CALL
1561¿PDG_OBJECT¿¿1387.v101-o317¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿1387.v99-o318¿¿¿¿¿PDG_OBJECT
1563¿PDG_CALL¿¿1387.CALL->tmp.replace-o319¿¿¿¿¿PDG_CALL
1564¿PDG_OBJECT¿¿1387.v102-o320¿¿¿¿¿PDG_OBJECT
1565¿PDG_CALL¿¿1387.CALL->buf.join-o321¿¿¿¿¿PDG_CALL
1566¿PDG_OBJECT¿¿1387.v103-o322¿¿¿¿¿PDG_OBJECT
1567¿PDG_CALL¿¿1387.CALL->v102.replace-o323¿¿¿¿¿PDG_CALL
1568¿PDG_OBJECT¿¿1387.tmp-o324¿¿¿¿¿PDG_OBJECT
1569¿PDG_CALL¿¿1387.CALL->response.write-o325¿¿¿¿¿PDG_CALL
1570¿PDG_OBJECT¿¿1387.v104-o326¿¿¿¿¿PDG_OBJECT
1571¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1572¿PDG_CALL¿¿1387.CALL->response.end-o327¿¿¿¿¿PDG_CALL
1573¿PDG_OBJECT¿¿1387.v105-o328¿¿¿¿¿PDG_OBJECT
1574¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1575¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1576¿PDG_CALL¿¿1391.CALL->url.replace-o329¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿1391.v117-o330¿¿¿¿¿PDG_OBJECT
1578¿PDG_CALL¿¿1391.CALL->v117.toLowerCase-o331¿¿¿¿¿PDG_CALL
1579¿PDG_OBJECT¿¿1391.type-o332¿¿¿¿¿PDG_OBJECT
1580¿PDG_RETURN¿¿1391.RET_OBJ-o333¿¿¿¿¿PDG_RETURN
1581¿PDG_OBJECT¿¿1391.type-o334¿¿¿¿¿PDG_OBJECT
1582¿PDG_CALL¿¿1391.CALL->console.log-o335¿¿¿¿¿PDG_CALL
1583¿PDG_OBJECT¿¿1391.v118-o336¿¿¿¿¿PDG_OBJECT
