Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
795¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Program
1430¿PDG_OBJECT¿¿1388.callback-o214¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿1357.v134-o215¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿1395.this-o216¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿1357.v137-o217¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿1357.v138-o218¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿1357.v138-o219¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿1357.v138.init-o220¿¿¿¿¿PDG_OBJECT
1437¿PDG_OBJECT¿¿1357.v138-o221¿¿¿¿¿PDG_OBJECT
1438¿PDG_OBJECT¿¿1357.v138.getMime-o222¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿1357.v138-o223¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿1357.v138.getFilePath-o224¿¿¿¿¿PDG_OBJECT
1441¿PDG_OBJECT¿¿1357.v138-o225¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿1357.v138.getPathType-o226¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿1357.v138-o227¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿1357.v138.getSize-o228¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿1357.v138-o229¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿1357.v138.getHash-o230¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿1357.v138-o231¿¿¿¿¿PDG_OBJECT
1448¿PDG_OBJECT¿¿1357.v138.getCharset-o232¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿1357.v138-o233¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿1357.v138.getStream-o234¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿1357.File-o235¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿1357.File.prototype-o236¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿1357.module-o237¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿1357.module.exports-o238¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿1359.this-o239¿¿¿¿¿PDG_OBJECT
1456¿PDG_OBJECT¿¿1359.this.req-o240¿¿¿¿¿PDG_OBJECT
1457¿PDG_OBJECT¿¿1359.this-o241¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿1359.this.res-o242¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿1359.this-o243¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿1359.this.charset-o244¿¿¿¿¿PDG_OBJECT
1461¿PDG_CALL¿¿1359.CALL->this.init-o245¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿1359.v70-o246¿¿¿¿¿PDG_OBJECT
1463¿PDG_CALL¿¿1361.CALL->this.getFilePath-o247¿¿¿¿¿PDG_CALL
1464¿PDG_OBJECT¿¿1361.v71-o248¿¿¿¿¿PDG_OBJECT
1465¿PDG_OBJECT¿¿1361.this-o249¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿1361.this.filePath-o250¿¿¿¿¿PDG_OBJECT
1467¿PDG_CALL¿¿1361.CALL->this.getMime-o251¿¿¿¿¿PDG_CALL
1468¿PDG_OBJECT¿¿1361.v72-o252¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿1361.this-o253¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿1361.this.mime-o254¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿1363.this.filePath-o255¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1363.CALL->mime.lookup-o256¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿1363.v75-o257¿¿¿¿¿PDG_OBJECT
1474¿PDG_RETURN¿¿1363.RET_OBJ-o258¿¿¿¿¿PDG_RETURN
1475¿PDG_OBJECT¿¿1365.this.filePath-o259¿¿¿¿¿PDG_OBJECT
1476¿PDG_RETURN¿¿1365.RET_OBJ-o260¿¿¿¿¿PDG_RETURN
1477¿PDG_OBJECT¿¿1365.this.req-o261¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿1365.v79.url-o262¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿1365.process-o263¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿1365.process.argv-o264¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿1365.v80.length-o265¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿1365.v82-o266¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿1365.v81.*-o267¿¿¿¿¿PDG_OBJECT
1484¿PDG_CALL¿¿1365.CALL->path.join-o268¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿1365.v84-o269¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿1365.this-o270¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿1365.this.filePath-o271¿¿¿¿¿PDG_OBJECT
1488¿PDG_RETURN¿¿1365.RET_OBJ-o272¿¿¿¿¿PDG_RETURN
1489¿PDG_OBJECT¿¿1368.this.pathType-o273¿¿¿¿¿PDG_OBJECT
1490¿PDG_CALL¿¿1368.CALL->callback-o274¿¿¿¿¿PDG_CALL
1491¿PDG_OBJECT¿¿1368.v89-o275¿¿¿¿¿PDG_OBJECT
1492¿PDG_RETURN¿¿1368.RET_OBJ-o276¿¿¿¿¿PDG_RETURN
1493¿PDG_OBJECT¿¿1368.this.filePath-o277¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿1371.this-o278¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿1371.err-o279¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿1371.stat-o280¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿1368.v96-o281¿¿¿¿¿PDG_OBJECT
1498¿PDG_CALL¿¿1368.CALL->fs.stat-o282¿¿¿¿¿PDG_CALL
1499¿PDG_OBJECT¿¿1368.v97-o283¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1371.CALL->callback-o284¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿1371.v91-o285¿¿¿¿¿PDG_OBJECT
1502¿PDG_RETURN¿¿1371.RET_OBJ-o286¿¿¿¿¿PDG_RETURN
1503¿PDG_CALL¿¿1371.CALL->stat.isFile-o287¿¿¿¿¿PDG_CALL
1504¿PDG_OBJECT¿¿1371.v92-o288¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿1371.this-o289¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿1371.this.pathType-o290¿¿¿¿¿PDG_OBJECT
1507¿PDG_CALL¿¿1371.CALL->stat.isDirectory-o291¿¿¿¿¿PDG_CALL
1508¿PDG_OBJECT¿¿1371.v93-o292¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿1371.this-o293¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿1371.this.pathType-o294¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿1371.this-o295¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿1371.this.pathType-o296¿¿¿¿¿PDG_OBJECT
1513¿PDG_CALL¿¿1371.CALL->callback-o297¿¿¿¿¿PDG_CALL
1514¿PDG_OBJECT¿¿1371.v95-o298¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿1376.this.size-o299¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿1376.this.hash-o300¿¿¿¿¿PDG_OBJECT
1517¿PDG_CALL¿¿1376.CALL->callback-o301¿¿¿¿¿PDG_CALL
1518¿PDG_OBJECT¿¿1376.v101-o302¿¿¿¿¿PDG_OBJECT
1519¿PDG_RETURN¿¿1376.RET_OBJ-o303¿¿¿¿¿PDG_RETURN
1520¿PDG_OBJECT¿¿1376.this.filePath-o304¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿1379.this-o305¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿1379.err-o306¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿1379.result-o307¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿1376.v107-o308¿¿¿¿¿PDG_OBJECT
1525¿PDG_CALL¿¿1376.CALL->fs.stat-o309¿¿¿¿¿PDG_CALL
1526¿PDG_OBJECT¿¿1376.v108-o310¿¿¿¿¿PDG_OBJECT
1527¿PDG_CALL¿¿1379.CALL->callback-o311¿¿¿¿¿PDG_CALL
1528¿PDG_OBJECT¿¿1379.v103-o312¿¿¿¿¿PDG_OBJECT
1529¿PDG_RETURN¿¿1379.RET_OBJ-o313¿¿¿¿¿PDG_RETURN
1530¿PDG_OBJECT¿¿1379.result.size-o314¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿1379.this-o315¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿1379.this.size-o316¿¿¿¿¿PDG_OBJECT
1533¿PDG_CALL¿¿1379.CALL->callback-o317¿¿¿¿¿PDG_CALL
1534¿PDG_OBJECT¿¿1379.v106-o318¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿1382.this.hash-o319¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1382.CALL->callback-o320¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿1382.v112-o321¿¿¿¿¿PDG_OBJECT
1538¿PDG_RETURN¿¿1382.RET_OBJ-o322¿¿¿¿¿PDG_RETURN
1539¿PDG_OBJECT¿¿1382.this.filePath-o323¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿1385.this-o324¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿1385.err-o325¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿1385.result-o326¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿1382.v120-o327¿¿¿¿¿PDG_OBJECT
1544¿PDG_CALL¿¿1382.CALL->fs.readFile-o328¿¿¿¿¿PDG_CALL
1545¿PDG_OBJECT¿¿1382.v121-o329¿¿¿¿¿PDG_OBJECT
1546¿TAINT_SINK¿¿readFile¿¿¿¿¿TAINT_SINK
1547¿PDG_CALL¿¿1385.CALL->callback-o330¿¿¿¿¿PDG_CALL
1548¿PDG_OBJECT¿¿1385.v114-o331¿¿¿¿¿PDG_OBJECT
1549¿PDG_RETURN¿¿1385.RET_OBJ-o332¿¿¿¿¿PDG_RETURN
1550¿PDG_CALL¿¿1385.CALL->crypto.createHash-o333¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿1385.v115-o334¿¿¿¿¿PDG_OBJECT
1552¿PDG_CALL¿¿1385.CALL->v115.update-o335¿¿¿¿¿PDG_CALL
1553¿PDG_OBJECT¿¿1385.v116-o336¿¿¿¿¿PDG_OBJECT
1554¿PDG_CALL¿¿1385.CALL->v116.digest-o337¿¿¿¿¿PDG_CALL
1555¿PDG_OBJECT¿¿1385.v117-o338¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿1385.this-o339¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿1385.this.hash-o340¿¿¿¿¿PDG_OBJECT
1558¿PDG_CALL¿¿1385.CALL->callback-o341¿¿¿¿¿PDG_CALL
1559¿PDG_OBJECT¿¿1385.v119-o342¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿1388.this.mime-o343¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿1388.v124-o344¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿1388.this.charset-o345¿¿¿¿¿PDG_OBJECT
1563¿PDG_CALL¿¿1388.CALL->callback-o346¿¿¿¿¿PDG_CALL
1564¿PDG_OBJECT¿¿1388.v126-o347¿¿¿¿¿PDG_OBJECT
1565¿PDG_RETURN¿¿1388.RET_OBJ-o348¿¿¿¿¿PDG_RETURN
1566¿PDG_OBJECT¿¿1388.this.filePath-o349¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿1391.this-o350¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿1391.err-o351¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿1391.result-o352¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿1388.v132-o353¿¿¿¿¿PDG_OBJECT
1571¿PDG_CALL¿¿1388.CALL->fs.readFile-o354¿¿¿¿¿PDG_CALL
1572¿PDG_OBJECT¿¿1388.v133-o355¿¿¿¿¿PDG_OBJECT
1573¿TAINT_SINK¿¿readFile¿¿¿¿¿TAINT_SINK
1574¿PDG_CALL¿¿1391.CALL->callback-o356¿¿¿¿¿PDG_CALL
1575¿PDG_OBJECT¿¿1391.v128-o357¿¿¿¿¿PDG_OBJECT
1576¿PDG_RETURN¿¿1391.RET_OBJ-o358¿¿¿¿¿PDG_RETURN
1577¿PDG_CALL¿¿1391.CALL->result.match-o359¿¿¿¿¿PDG_CALL
1578¿PDG_OBJECT¿¿1391.matches-o360¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿1391.matches.1-o361¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿1391.this-o362¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿1391.this.charset-o363¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿1391.this.charset-o364¿¿¿¿¿PDG_OBJECT
1583¿PDG_CALL¿¿1391.CALL->callback-o365¿¿¿¿¿PDG_CALL
1584¿PDG_OBJECT¿¿1391.v131-o366¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿1395.this.filePath-o367¿¿¿¿¿PDG_OBJECT
1586¿PDG_CALL¿¿1395.CALL->fs.createReadStream-o368¿¿¿¿¿PDG_CALL
1587¿PDG_OBJECT¿¿1395.v136-o369¿¿¿¿¿PDG_OBJECT
1588¿TAINT_SINK¿¿createReadStream¿¿¿¿¿TAINT_SINK
1589¿PDG_RETURN¿¿1395.RET_OBJ-o370¿¿¿¿¿PDG_RETURN
