Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
756¿Program¿¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":85,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Program
1419¿PDG_CALL¿¿1313.CALL->console.log-o243¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿1313.v77-o244¿¿¿¿¿PDG_OBJECT
1421¿PDG_CALL¿¿1313.CALL->error.toString-o245¿¿¿¿¿PDG_CALL
1422¿PDG_OBJECT¿¿1313.v78-o246¿¿¿¿¿PDG_OBJECT
1423¿PDG_CALL¿¿1313.CALL->res.end-o247¿¿¿¿¿PDG_CALL
1424¿PDG_OBJECT¿¿1313.v79-o248¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿1313.dirs-o249¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿1313.files-o250¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿1316.this-o251¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿1316.val-o252¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿1313.v85-o253¿¿¿¿¿PDG_OBJECT
1430¿PDG_CALL¿¿1313.CALL->list.forEach-o254¿¿¿¿¿PDG_CALL
1431¿PDG_OBJECT¿¿1313.v86-o255¿¿¿¿¿PDG_OBJECT
1432¿PDG_CALL¿¿1313.CALL->res.writeHead-o256¿¿¿¿¿PDG_CALL
1433¿PDG_OBJECT¿¿1313.v87-o257¿¿¿¿¿PDG_OBJECT
1434¿PDG_CALL¿¿1313.CALL->utils.render-o258¿¿¿¿¿PDG_CALL
1435¿PDG_OBJECT¿¿1313.v89-o259¿¿¿¿¿PDG_OBJECT
1436¿PDG_CALL¿¿1313.CALL->res.write-o260¿¿¿¿¿PDG_CALL
1437¿PDG_OBJECT¿¿1313.v90-o261¿¿¿¿¿PDG_OBJECT
1438¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
1439¿PDG_CALL¿¿1313.CALL->res.end-o262¿¿¿¿¿PDG_CALL
1440¿PDG_OBJECT¿¿1313.v91-o263¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1316.CALL->path.join-o264¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿1316.v80-o265¿¿¿¿¿PDG_OBJECT
1443¿PDG_CALL¿¿1316.CALL->fs.lstatSync-o266¿¿¿¿¿PDG_CALL
1444¿PDG_OBJECT¿¿1316.file-o267¿¿¿¿¿PDG_OBJECT
1445¿PDG_CALL¿¿1316.CALL->file.isFile-o268¿¿¿¿¿PDG_CALL
1446¿PDG_OBJECT¿¿1316.v81-o269¿¿¿¿¿PDG_OBJECT
1447¿PDG_CALL¿¿1316.CALL->files.push-o270¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿1316.v82-o271¿¿¿¿¿PDG_OBJECT
1449¿PDG_CALL¿¿1316.CALL->file.isDirectory-o272¿¿¿¿¿PDG_CALL
1450¿PDG_OBJECT¿¿1316.v83-o273¿¿¿¿¿PDG_OBJECT
1451¿PDG_CALL¿¿1316.CALL->dirs.push-o274¿¿¿¿¿PDG_CALL
1452¿PDG_OBJECT¿¿1316.v84-o275¿¿¿¿¿PDG_OBJECT
1453¿PDG_CALL¿¿1323.CALL->console.log-o276¿¿¿¿¿PDG_CALL
1454¿PDG_OBJECT¿¿1323.v98-o277¿¿¿¿¿PDG_OBJECT
1455¿PDG_CALL¿¿1325.CALL->console.log-o278¿¿¿¿¿PDG_CALL
1456¿PDG_OBJECT¿¿1325.v101-o279¿¿¿¿¿PDG_OBJECT
1457¿PDG_OBJECT¿¿1327.print-o280¿¿¿¿¿PDG_OBJECT
1458¿PDG_CALL¿¿1327.CALL->print.push-o281¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿1327.v106-o282¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿1327.v108-o283¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿1327.v109-o284¿¿¿¿¿PDG_OBJECT
1462¿PDG_CALL¿¿1327.CALL->print.push-o285¿¿¿¿¿PDG_CALL
1463¿PDG_OBJECT¿¿1327.v110-o286¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1327.CALL->print.push-o287¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿1327.v111-o288¿¿¿¿¿PDG_OBJECT
1466¿PDG_CALL¿¿1327.CALL->utils.getIP-o289¿¿¿¿¿PDG_CALL
1467¿PDG_OBJECT¿¿1327.v112-o290¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿1329.this-o291¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿1329.val-o292¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿1327.v119-o293¿¿¿¿¿PDG_OBJECT
1471¿PDG_CALL¿¿1327.CALL->v112.forEach-o294¿¿¿¿¿PDG_CALL
1472¿PDG_OBJECT¿¿1327.v120-o295¿¿¿¿¿PDG_OBJECT
1473¿PDG_CALL¿¿1327.CALL->print.push-o296¿¿¿¿¿PDG_CALL
1474¿PDG_OBJECT¿¿1327.v121-o297¿¿¿¿¿PDG_OBJECT
1475¿PDG_CALL¿¿1327.CALL->print.push-o298¿¿¿¿¿PDG_CALL
1476¿PDG_OBJECT¿¿1327.v122-o299¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿1327.print.length-o300¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿1331.this-o301¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿1331.val-o302¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿1331.ind-o303¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿1327.v130-o304¿¿¿¿¿PDG_OBJECT
1482¿PDG_CALL¿¿1327.CALL->print.forEach-o305¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿1327.v131-o306¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿1329.v113-o307¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿1329.v114-o308¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿1329.v116-o309¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿1329.v117-o310¿¿¿¿¿PDG_OBJECT
1488¿PDG_CALL¿¿1329.CALL->print.push-o311¿¿¿¿¿PDG_CALL
1489¿PDG_OBJECT¿¿1329.v118-o312¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿1331.v123-o313¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿1331.v124-o314¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿1331.v125-o315¿¿¿¿¿PDG_OBJECT
1493¿PDG_CALL¿¿1331.CALL->console.log-o316¿¿¿¿¿PDG_CALL
1494¿PDG_OBJECT¿¿1331.v127-o317¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿1331.v128-o318¿¿¿¿¿PDG_OBJECT
1496¿PDG_CALL¿¿1331.CALL->console.log-o319¿¿¿¿¿PDG_CALL
1497¿PDG_OBJECT¿¿1331.v129-o320¿¿¿¿¿PDG_OBJECT
1498¿PDG_CALL¿¿1334.CALL->console.log-o321¿¿¿¿¿PDG_CALL
1499¿PDG_OBJECT¿¿1334.v134-o322¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿1336.defaultOption-o323¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿1336.defaultOption-o324¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿1336.defaultOption.port-o325¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿1336.envOption-o326¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1336.CALL->utils.parseArg-o327¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿1336.v137-o328¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿1336.v138-o329¿¿¿¿¿PDG_OBJECT
1507¿PDG_CALL¿¿1336.CALL->utils.assign-o330¿¿¿¿¿PDG_CALL
1508¿PDG_OBJECT¿¿1336.httpOption-o331¿¿¿¿¿PDG_OBJECT
1509¿PDG_CALL¿¿1336.CALL->HttpServer-o332¿¿¿¿¿PDG_CALL
1510¿PDG_OBJECT¿¿1336.v139-o333¿¿¿¿¿PDG_OBJECT
1511¿PDG_RETURN¿¿1336.RET_OBJ-o334¿¿¿¿¿PDG_RETURN
